CaseID,horizon,other,casualties,Scenarios,Pol1,P1,Pol2,P2,Pol3,P3,Pol4,P4,Pol5,P5,Pol6,P6,Pol7,P7,P1_conf,P2_conf,P3_conf,P4_conf,P5_conf,P6_conf,P7_conf,t_screen,t_select,Pol_select,P1_support,P2_support,P3_support,P4_support,P5_support,P6_support,P7_support,choice_factor,FactSuccess_rate,FactCas_rate,FactOther_rate,SetA_2,SetA_3,SetB_2,SetB_3,Important,Costs,TimeFrames,TF_MC,FMC1,FMC2,reward,reward_b,T1,T10,Sex,Gender,Age,ethnic,race,party,Know,FP_Know,educ,Edu_cat,inc,Income,Scenarios_DO
151,1,0,0,t_AllSet|S2,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Accept,1,6,6,6,6,6,6,4,175.446,72.359,7,,,,,,,3,,,,,0,0,0,2,7,5,In the long run (next year),1,An American embassy building,Afghanistan,A reward of $3800 next month,1,2500,10000,Female,1,26,Black/African American,1,6,Well Informed,3,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S2
152,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,6,6,5,3,6,7,112.387,39.151,1,7,7,6,5,,,,,,,,0,0,0,2,6,7,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,1200,12000,Female,1,34,White/Caucasian,4,1,Very Informed,4,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S2
153,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,6,6,6,6,5,5,4,51.75,15.685,1,7,7,6,6,5,4,3,,,,,0,0,0,2,5,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,1000,15000,Male,0,36,White/Caucasian,4,2,Very Informed,4,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S2
154,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,6,5,5,6,6,6,81.201,29.65,1,7,6,5,6,,,,,,,,0,0,0,2,4,4,In the long run (next year),1,An American military base,Afghanistan,A reward of $3400 this month,0,2500,15000,Female,1,37,White/Caucasian,4,1,Somewhat Informed,2,Some college,3,"$25,000 - $50,000",2,t_AllSet|S2
155,1,0,0,t_AllSet|S2,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,7,1,2,3,4,5,6,97.443,16.38,1,7,,,,,,,,,,,0,0,0,2,6,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,1000,100000,Female,1,29,Black/African American,1,2,Somewhat Informed,2,Some college,3,"$50,001 - $75,000",3,t_AllSet|S2
156,1,0,0,t_AllSet|S2,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,6,6,6,6,6,6,6,141.359,9.626,1,6,,,,,,,,,,,0,0,0,2,5,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,10000,1000000,Female,1,32,Black/African American,1,2,Somewhat Informed,2,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S2
157,1,0,0,t_AllSet|S2,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,Accept,1,Accept,1,6,4,1,1,3,1,2,21.677,8.417,1,6,,7,,7,6,6,,,,,0,1,1,0,7,6,In the short term (this month),0,An American military base,Iran,A reward of $3400 this month,0,2800,800,Male,0,30,Hispanic/Latino,2,7,Well Informed,3,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S2
158,1,0,0,t_AllSet|S2,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,Accept,1,Accept,1,6,5,7,6,5,6,7,45.194,15.041,5,6,,5,,6,5,7,,,,,1,2,1,0,5,4,In the short term (this month),0,An American military base,Iran,A reward of $3800 next month,1,200,800,Female,1,26,White/Caucasian,4,5,Well Informed,3,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S2
159,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,7,7,7,7,7,7,7,46.8,15.729,1,7,7,7,7,7,7,7,,,,,1,1,0,0,7,7,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,125,200,Female,1,27,White/Caucasian,4,1,Well Informed,3,Bachelor's degree,4,"Less than $25,000",1,t_AllSet|S2
160,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,5,4,4,4,4,4,180.746,19.052,1,7,7,5,4,,,,,,,,1,1,0,0,5,4,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,125,250,Female,1,31,Hispanic/Latino,2,2,Well Informed,3,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S2
161,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,7,6,5,4,3,2,1,27.268,13.001,1,7,6,5,4,3,2,1,,,,,1,1,0,0,4,7,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,110,260,Male,0,36,Asian,3,4,Not Well Informed,1,Some college,3,"$25,000 - $50,000",2,t_AllSet|S2
162,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,7,6,6,5,5,4,30.11,11.991,2,6,7,6,6,,,,,,,,1,1,0,0,7,6,In the short term (this month),0,An American military base,Iran,A reward of $3400 this month,0,200,800,Male,0,30,Black/African American,1,7,Well Informed,3,Masters degree or higher,5,"$50,001 - $75,000",3,t_AllSet|S2
163,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,6,6,5,5,4,4,4,22.882,9.647,1,6,6,5,5,3,,,,,,,1,1,0,0,5,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,150,1000,Female,1,37,White/Caucasian,4,2,Somewhat Informed,2,Bachelor's degree,4,"Less than $25,000",1,t_AllSet|S2
164,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,5,4,3,3,3,2,21.335,8.632,1,6,5,5,4,,,,,,,,1,1,0,0,6,5,In the long run (next year),1,An American embassy building,Iran,A reward of $3800 next month,1,500,1000,Male,0,31,White/Caucasian,4,7,Not Well Informed,1,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S2
165,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,7,6,6,5,5,5,123.523,22.481,1,7,6,5,4,,,,,,,,1,1,0,0,7,7,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,1000,1000,Female,1,59,White/Caucasian,4,1,Very Informed,4,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S2
166,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,5,6,6,6,7,7,7,343.068,38.266,1,6,5,,,,,,,,,,1,1,0,0,5,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,1000,5000,Female,1,32,Black/African American,1,3,Somewhat Informed,2,Masters degree or higher,5,"$25,000 - $50,000",2,t_AllSet|S2
167,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,6,6,6,5,5,5,4,43.816,18.167,1,7,7,6,6,5,5,5,,,,,1,1,0,0,7,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Male,0,33,Black/African American,1,3,Somewhat Informed,2,High school,2,"Less than $25,000",1,t_AllSet|S2
168,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,6,4,2,1,1,1,1,24.117,9.07,1,7,5,3,2,1,1,1,,,,,1,1,0,0,2,4,In the long run (next year),1,An American military base,Iran,A reward of $3800 next month,1,1000,10000,Female,1,26,Hispanic/Latino,2,2,Somewhat Informed,2,Some college,3,"Less than $25,000",1,t_AllSet|S2
169,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,5,4,4,3,3,2,2,160.642,37.126,1,6,5,4,3,,,,,,,,1,1,0,0,5,6,In the long run (next year),1,An American embassy building,Afghanistan,A reward of $3800 next month,1,1000,10000,Female,1,42,White/Caucasian,4,7,Somewhat Informed,2,Some college,3,"More than $100,000",5,t_AllSet|S2
170,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,7,7,7,7,7,4,4,314.413,62.791,1,7,6,6,6,5,,,,,,,1,1,0,0,7,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,10000,25000,Male,0,25,White/Caucasian,4,6,Well Informed,3,Masters degree or higher,5,"$50,001 - $75,000",3,t_AllSet|S2
171,1,0,0,t_AllSet|S2,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,5,5,6,6,7,7,7,118.017,11.384,1,5,,,,,,,,,,,1,1,0,0,6,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3400 this month,0,1200,120000,Male,0,38,Asian,3,4,Well Informed,3,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S2
172,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,6,5,4,3,2,1,78.022,30.183,1,7,6,6,5,,,,,,,,1,1,0,0,7,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1000,1000000,Male,0,41,White/Caucasian,4,4,Well Informed,3,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S2
173,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,4,4,4,4,4,4,4,147.661,44.695,2,7,6,5,4,,,,,,,,0,1,0,0,2,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,500,1999,Female,1,59,White/Caucasian,4,3,Somewhat Informed,2,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S2
174,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,5,5,3,3,2,2,2,91.789,14.444,1,5,5,4,3,,,,,,,,1,2,0,0,5,4,In the long run (next year),1,An American embassy building,Afghanistan,A reward of $3400 this month,0,444,322,Male,0,30,White/Caucasian,4,5,Well Informed,3,Some college,3,"$25,000 - $50,000",2,t_AllSet|S2
175,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,5,7,6,6,5,7,28.151,9.141,1,6,7,5,6,,,,,,,,1,2,0,0,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,200,800,Male,0,38,Black/African American,1,7,Very Informed,4,Masters degree or higher,5,"$50,001 - $75,000",3,t_AllSet|S2
176,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,7,6,7,6,7,6,7,55.305,58.258,1,7,7,6,6,7,6,6,,,,,1,2,0,0,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,200,800,Female,1,35,Black/African American,1,7,Very Informed,4,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S2
177,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,5,6,7,5,6,7,5,295.537,361.897,1,5,6,7,5,6,7,5,,,,,1,2,0,0,7,6,In the short term (this month),0,An American military base,Kenya,A reward of $3800 next month,1,200,800,Female,1,28,Black/African American,1,7,Very Informed,4,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S2
178,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,5,5,5,5,4,4,6,88.878,60.812,1,7,6,5,5,,,,,,,,1,2,0,0,6,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3400 this month,0,1000,10000,Male,0,36,Asian,3,3,Well Informed,3,Some college,3,"$75,001 - $100,000",4,t_AllSet|S2
179,1,0,0,t_AllSet|S2,Accept,1,Reject,0,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,2,6,6,3,5,4,4,62.911,7.707,1,5,,,4,3,,3,,,,,1,2,0,0,5,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,5500,100000,Male,0,26,White/Caucasian,4,6,Well Informed,3,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S2
180,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,7,7,7,7,7,7,7,123.552,25.464,1,7,7,7,7,7,7,7,,,,,1,0,0,0,3,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,150,1500,Male,0,57,White/Caucasian,4,4,Somewhat Informed,2,Masters degree or higher,5,"More than $100,000",5,t_AllSet|S2
181,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,6,6,7,6,6,6,6,73.001,20.308,1,5,6,6,7,5,6,6,,,,,0,0,0,0,5,6,In the long run (next year),1,An American embassy building,Kenya,A reward of $3800 next month,1,102,120,Female,1,25,White/Caucasian,4,7,Very Informed,4,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S2
182,1,0,0,t_AllSet|S2,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,7,7,7,7,7,7,7,22.371,8.676,1,7,,,,,,,,,,,0,0,0,0,6,6,In the long run (next year),1,An American embassy building,Afghanistan,A reward of $3800 next month,1,110,400,Male,0,26,White/Caucasian,4,2,Very Informed,4,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S2
183,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,6,4,4,5,5,6,326.729,37.054,1,6,6,5,5,,,,,,,,0,0,0,0,7,5,In the long run (next year),1,An American embassy building,Afghanistan,A reward of $3800 next month,1,135,500,Female,1,51,White/Caucasian,4,7,Not Well Informed,1,Some college,3,"$25,000 - $50,000",2,t_AllSet|S2
184,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,6,6,6,3,3,2,2,151.381,50.607,1,5,4,3,,,,,,,,,0,0,0,0,4,7,In the long run (next year),1,An American embassy building,Afghanistan,A reward of $3800 next month,1,200,500,Female,1,36,White/Caucasian,4,1,Not Well Informed,1,Bachelor's degree,4,"Less than $25,000",1,t_AllSet|S2
185,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,6,7,6,7,6,7,6,21.239,26.829,1,7,6,5,4,3,2,1,,,,,0,0,0,0,6,7,In the long run (next year),1,An American embassy building,Afghanistan,A reward of $3800 next month,1,200,800,Female,1,57,White/Caucasian,4,1,Very Informed,4,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S2
186,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,6,6,5,4,4,3,3,42.089,68.882,1,6,5,5,5,5,4,4,,,,,0,0,0,0,5,5,In the short term (this month),0,An American military base,Iran,A reward of $3800 next month,1,200,800,Male,0,47,White/Caucasian,4,5,Well Informed,3,Masters degree or higher,5,"$25,000 - $50,000",2,t_AllSet|S2
187,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,7,6,6,6,6,7,311.823,24.06,1,7,7,5,5,,,,,,,,0,0,0,0,4,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,200,1000,Male,0,57,White/Caucasian,4,5,Well Informed,3,Some college,3,"$75,001 - $100,000",4,t_AllSet|S2
188,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,7,7,7,7,7,7,7,79.992,43.226,1,7,6,5,,,,,,,,,0,0,0,0,6,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,200,5000,Male,0,38,Black/African American,1,2,Very Informed,4,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S2
189,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,7,7,6,5,4,3,3,81.221,15.487,1,7,6,5,,,,,,,,,0,0,0,0,6,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3400 this month,0,500,5000,Male,0,36,Asian,3,3,Somewhat Informed,2,Masters degree or higher,5,"$75,001 - $100,000",4,t_AllSet|S2
190,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,7,7,3,3,2,1,1,143.014,32.564,1,7,5,,,,,,,,,,0,0,0,0,5,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3400 this month,0,1000,5000,Male,0,73,White/Caucasian,4,4,Very Informed,4,Some college,3,"$75,001 - $100,000",4,t_AllSet|S2
191,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,7,6,5,4,4,4,4,85.896,18.221,1,5,4,3,,,,,,,,,0,0,0,0,6,7,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,200,10000,Female,1,58,White/Caucasian,4,2,Somewhat Informed,2,Some college,3,"$25,000 - $50,000",2,t_AllSet|S2
192,1,0,0,t_AllSet|S2,Reject,0,Reject,0,Reject,0,Accept,1,Accept,1,Accept,1,Accept,1,6,6,5,3,5,5,6,84.679,26.433,4,,,,6,5,4,3,,,,,0,0,0,0,6,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3400 this month,0,500,10000,Male,0,49,White/Caucasian,4,4,Somewhat Informed,2,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S2
193,1,0,0,t_AllSet|S2,Accept,1,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Accept,1,2,4,3,2,4,4,2,24.924,13.39,4,3,,5,6,,5,4,,,,,1,1,1,1,7,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,101,110,Male,0,31,White/Caucasian,4,4,Well Informed,3,Some college,3,"$75,001 - $100,000",4,t_AllSet|S2
194,1,0,0,t_AllSet|S2,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,6,7,6,5,6,7,6,47.326,34.51,1,5,,6,,7,,6,,,,,1,1,1,1,6,7,In the long run (next year),1,An American military base,Iran,A reward of $3400 this month,0,200,800,Male,0,27,Black/African American,1,5,Well Informed,3,Masters degree or higher,5,"$50,001 - $75,000",3,t_AllSet|S2
195,1,0,0,t_AllSet|S2,Reject,0,Reject,0,Reject,0,Reject,0,Accept,1,Accept,1,Accept,1,3,4,4,4,5,5,5,505.034,43.31,5,,,,,5,4,3,,,,,1,1,1,1,6,5,In the long run (next year),1,An American embassy building,Afghanistan,A reward of $3400 this month,0,300,2000,Male,0,65,White/Caucasian,4,1,Somewhat Informed,2,Some college,3,"$50,001 - $75,000",3,t_AllSet|S2
196,1,0,0,t_AllSet|S2,Reject,0,Reject,0,Accept,1,Reject,0,Reject,0,Reject,0,Accept,1,6,7,7,7,7,7,7,21.845,4.74,3,,,7,,,,7,,,,,1,2,1,1,7,7,In the short term (this month),0,An American embassy building,Kenya,A reward of $3400 this month,0,200,800,Male,0,32,Black/African American,1,7,Well Informed,3,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S2
197,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,6,7,6,7,6,7,6,21.981,33.2,2,6,7,6,7,6,7,6,,,,,1,0,1,1,6,7,In the short term (this month),0,An American military base,Iran,A reward of $3400 this month,0,200,800,Female,1,38,Black/African American,1,6,Very Informed,4,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S2
198,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,6,3,5,4,5,4,5,25.179,13.334,1,2,1,5,6,6,5,6,,,,,1,1,0,1,5,4,In the long run (next year),1,An American embassy building,Afghanistan,A reward of $3800 next month,1,1200,10000,Male,0,30,White/Caucasian,4,6,Well Informed,3,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S2
199,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Accept,1,4,6,3,6,4,6,4,24.373,11.598,2,5,6,,,,,5,,,,,0,1,0,1,5,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,500,300,Female,1,25,White/Caucasian,4,5,Well Informed,3,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S2
200,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,Reject,0,7,6,6,5,3,5,6,82.521,35.286,1,7,6,,5,,6,,,,,,0,1,0,1,7,6,In the long run (next year),1,An American embassy building,Iran,A reward of $3400 this month,0,1000,10000,Female,1,30,Black/African American,1,6,Well Informed,3,Masters degree or higher,5,"$25,000 - $50,000",2,t_AllSet|S2
201,1,0,0,t_AllSet|S2,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Accept,1,Accept,1,7,3,7,4,2,4,5,50.363,6.105,2,,4,1,,4,4,4,,,,,1,0,0,1,5,4,In the long run (next year),1,An American embassy building,Afghanistan,A reward of $3400 this month,0,5900,3000,Female,1,25,White/Caucasian,4,1,Very Informed,4,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S2
202,0,0,0,t_AllSet|S1,,1,,1,,1,,0,,0,,0,,0,7,5,5,1,1,1,1,96.14,26.849,1,6,4,4,,,,,,,,,0,0,0,2,7,5,In the long run (next year),1,An American military base,Afghanistan,,0,300,1500,,1,56,,4,3,,1,,3,,1,t_AllSet|S1
203,0,0,0,t_AllSet|S1,,1,,1,,0,,0,,0,,0,,0,7,5,7,7,7,7,7,93.745,18.107,1,7,5,,,,,,,,,,1,1,0,2,6,7,In the short term (this month),0,An American military base,Afghanistan,,1,1000,10000,,0,29,,4,4,,2,,3,,2,t_AllSet|S1
204,0,0,0,t_AllSet|S1,,1,,1,,1,,1,,0,,0,,0,7,7,7,5,7,7,7,155.074,37.969,1,7,7,6,6,,,,,,,,1,1,0,2,6,6,In the short term (this month),0,An American military base,Afghanistan,,0,2000,500000,,1,25,,4,7,,2,,2,,2,t_AllSet|S1
205,0,0,0,t_AllSet|S1,,1,,1,,1,,0,,0,,0,,1,5,6,3,6,5,3,6,78.653,27.574,1,5,6,7,,,,1,,,,,1,2,0,0,6,6,In the long run (next year),1,An American military base,Afghanistan,,1,1000,10000,,1,28,,4,7,,4,,4,,3,t_AllSet|S1
206,0,0,0,t_AllSet|S1,,1,,0,,0,,0,,0,,0,,1,3,3,2,2,2,2,2,261.073,1.956,1,5,,,,,,4,,,,,1,1,1,1,2,2,In the short term (this month),0,An American military base,Iran,,0,1000,10000,,0,23,,4,5,,1,,2,,3,t_AllSet|S1
207,0,0,0,t_AllSet|S1,,1,,0,,1,,0,,1,,1,,1,5,4,2,3,5,3,2,68.124,69.442,1,6,,5,,4,3,2,,,,,1,1,0,0,5,6,In the short term (this month),0,An American military base,Afghanistan,,0,10000,100000,,0,38,,4,6,,3,,4,,4,t_AllSet|S1
208,0,0,0,t_AllSet|S1,,1,,1,,1,,1,,0,,0,,0,7,7,7,4,6,6,6,1922.644,22.596,1,7,6,5,4,,,,,,,,1,1,0,0,7,6,In the long run (next year),1,An American military base,Afghanistan,,1,500,10000,,1,36,,4,7,,1,,2,,5,t_AllSet|S1
209,0,0,0,t_AllSet|S1,,1,,1,,1,,0,,0,,0,,0,7,7,5,5,6,7,7,121.244,30.38,1,7,7,2,,,,,,,,,0,1,0,2,7,7,In the short term (this month),0,An American military base,Afghanistan,,1,200,1000,,1,52,,4,2,,2,,4,,5,t_AllSet|S1
210,1,0,0,t_AllSet|S2,,1,,1,,1,,1,,0,,0,,0,6,5,4,3,2,1,1,200.818,38.11,1,7,6,5,4,,,,,,,,0,0,0,2,2,6,In the long run (next year),1,An American military base,Afghanistan,,1,500,5000,,1,62,,4,4,,1,,5,,1,t_AllSet|S2
211,1,0,0,t_AllSet|S2,,0,,1,,1,,1,,0,,1,,1,4,4,4,6,5,6,5,25.494,22.003,2,,5,7,5,,7,5,,,,,0,0,0,2,6,7,In the short term (this month),0,An American military base,Iran,,0,200,800,,0,40,,1,6,,3,,4,,2,t_AllSet|S2
212,1,0,0,t_AllSet|S2,,1,,1,,0,,0,,0,,1,,0,6,5,1,2,1,3,2,33.534,17.11,1,4,4,,,,3,,,,,,0,0,1,1,4,4,In the long run (next year),1,An American military base,Afghanistan,,0,1000,1000,,0,32,,4,4,,2,,4,,3,t_AllSet|S2
213,1,0,0,t_AllSet|S2,,1,,1,,1,,1,,1,,1,,1,7,6,5,4,3,2,1,83.541,26.85,1,7,6,5,4,3,2,1,,,,,1,1,0,2,5,5,In the long run (next year),1,An American military base,Afghanistan,,1,200,800,,0,65,,4,7,,2,,5,,5,t_AllSet|S2
