CaseID,Duration,horizon,other,casualties,Scenarios,Pol1,P1,Pol2,P2,Pol3,P3,Pol4,P4,Pol5,P5,Pol6,P6,Pol7,P7,P1_conf,P2_conf,P3_conf,P4_conf,P5_conf,P6_conf,P7_conf,t_screen,t_select,Pol_select,P1_support,P2_support,P3_support,P4_support,P5_support,P6_support,P7_support,choice_factor,FactSuccess_rate,FactCas_rate,FactOther_rate,SetA_2,SetA_3,SetB_2,SetB_3,Important,Costs,TimeFrames,TF_MC,FMC1,FMC2,reward,reward_b,T1,T10,Sex,Gender,Age,ethnic,race,party,Know,FP_Know,educ,Edu_cat,inc,Income,Scenarios_DO
756,201,0,1,1,t_AllSet|S7,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,Reject,0,Reject,0,6,6,6,6,6,6,6,43.236,24.233,1,6,,,5,,,,1,7,6,6,1,1,0,0,6,4,In the short term (this month),0,An American embassy building,Iran,A reward of $3800 next month,1,150,300,Female,1,24,White/Caucasian,4,2,Somewhat Informed,2,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S7
757,888,0,1,1,t_AllSet|S7,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,Reject,0,Reject,0,6,6,6,4,6,3,6,126.228,70.096,1,6,,,5,,,,1,4,5,7,1,1,0,0,5,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,150,500,Male,0,21,White/Caucasian,4,6,Somewhat Informed,2,High school,2,"$50,001 - $75,000",3,t_AllSet|S7
758,209,0,1,1,t_AllSet|S7,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,6,7,6,7,6,7,6,21.967,16.279,2,6,7,6,7,6,7,6,3,6,7,6,1,1,0,0,6,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,200,800,Female,1,27,Black/African American,1,6,Very Informed,4,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S7
759,503,0,1,1,t_AllSet|S7,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,Reject,0,Reject,0,7,7,7,6,7,7,7,167.527,45.132,1,7,,,6,,,,3,7,6,7,1,1,0,0,7,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,150,800,Female,1,35,White/Caucasian,4,2,Somewhat Informed,2,Masters degree or higher,5,"More than $100,000",5,t_AllSet|S7
760,504,0,1,1,t_AllSet|S7,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,Accept,1,Reject,0,5,5,6,3,6,2,7,173.292,70.289,1,5,,,4,,3,,1,7,7,7,1,1,0,0,5,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,135,1000,Female,1,60,Other,5,1,Well Informed,3,Some college,3,"Less than $25,000",1,t_AllSet|S7
761,356,0,1,1,t_AllSet|S7,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,Accept,1,Reject,0,7,1,1,4,1,4,1,133.94,52.177,1,7,,,4,,4,,1,7,7,7,1,1,0,0,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,400,1000,Female,1,66,White/Caucasian,4,6,Well Informed,3,Masters degree or higher,5,"$50,001 - $75,000",3,t_AllSet|S7
762,241,0,1,1,t_AllSet|S7,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,Accept,1,Reject,0,7,5,6,5,6,3,6,65.185,42.097,1,7,,,6,,3,,3,4,6,7,1,1,0,0,4,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,600,2500,Male,0,31,White/Caucasian,4,3,Not Well Informed,1,Some college,3,"Less than $25,000",1,t_AllSet|S7
763,214,0,1,1,t_AllSet|S7,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,Accept,1,Reject,0,6,4,6,5,6,5,7,51.717,29.28,1,7,,,5,,4,,3,3,4,7,1,1,0,0,7,6,In the short term (this month),0,An American embassy building,Afghanistan,A reward of $3800 next month,1,200,3000,Male,0,38,White/Caucasian,4,5,Somewhat Informed,2,Some college,3,"$25,000 - $50,000",2,t_AllSet|S7
764,252,0,1,1,t_AllSet|S7,Accept,1,Reject,0,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,3,5,5,6,3,6,73.884,27.701,1,6,,5,4,,,,3,3,6,7,1,1,0,0,6,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,500,5000,Male,0,38,White/Caucasian,4,4,Not Well Informed,1,Some college,3,"$75,001 - $100,000",4,t_AllSet|S7
765,176,0,1,1,t_AllSet|S7,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,Accept,1,Reject,0,7,5,7,5,7,5,7,48.344,31.094,1,7,,,6,,4,,3,6,7,7,1,1,0,0,7,5,In the long run (next year),1,An American embassy building,Afghanistan,A reward of $3800 next month,1,500,10000,Male,0,23,White/Caucasian,4,2,Well Informed,3,Bachelor's degree,4,"Less than $25,000",1,t_AllSet|S7
766,187,0,1,1,t_AllSet|S7,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,7,6,6,7,7,7,29.29,32.711,1,7,7,6,6,,,,1,5,5,7,1,1,0,0,7,7,In the long run (next year),1,An American military base,Afghanistan,A reward of $3400 this month,0,1000,10000,Female,1,29,White/Caucasian,4,1,Well Informed,3,High school,2,"$25,000 - $50,000",2,t_AllSet|S7
767,450,0,1,1,t_AllSet|S7,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,Accept,1,Accept,1,5,7,7,4,7,4,7,142.627,67.901,1,7,,,6,,5,2,1,7,5,6,1,1,0,0,6,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Male,0,20,White/Caucasian,4,5,Well Informed,3,Some college,3,"$75,001 - $100,000",4,t_AllSet|S7
768,586,0,1,1,t_AllSet|S7,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,Accept,1,Reject,0,7,6,7,5,6,4,7,211.206,62.788,1,7,,,7,,4,,3,6,4,7,1,1,0,0,7,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,1000,10000,Female,1,33,White/Caucasian,4,3,Somewhat Informed,2,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S7
769,269,0,1,1,t_AllSet|S7,Accept,1,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,5,4,5,5,3,5,4,29.61,138,1,5,,2,4,,4,,3,5,5,5,1,1,0,0,5,5,In the long run (next year),1,An American military base,Kenya,A reward of $3800 next month,1,1000,15000,Male,0,25,White/Caucasian,4,2,Somewhat Informed,2,Some college,3,"$25,000 - $50,000",2,t_AllSet|S7
770,324,0,1,1,t_AllSet|S7,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,Accept,1,Reject,0,7,7,7,7,7,7,7,105.709,44.245,1,7,,,6,,4,,1,7,6,7,1,1,0,0,7,3,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,500,20000,Male,0,38,Hispanic/Latino,2,5,Somewhat Informed,2,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S7
771,656,0,1,1,t_AllSet|S7,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,Accept,1,Reject,0,6,4,4,6,4,6,4,244.466,79.03,1,6,,,5,,4,,3,6,6,6,1,1,0,0,6,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,2000,20000,Female,1,32,Asian,3,1,Well Informed,3,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S7
772,275,0,1,1,t_AllSet|S7,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,6,4,3,5,6,3,6,103.751,36.789,1,7,2,2,4,,2,,3,7,2,7,1,1,0,0,7,2,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,1500,1000000,Male,0,27,Hispanic/Latino,2,2,Not Well Informed,1,High school,2,"Less than $25,000",1,t_AllSet|S7
773,224,0,1,1,t_AllSet|S7,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,Reject,0,Reject,0,7,7,7,5,7,7,7,84.624,22.383,1,7,,,6,,,,1,7,7,7,1,1,0,0,6,7,In the long run (next year),1,An American military base,Afghanistan,A reward of $3400 this month,0,100000,1000000,Female,1,31,Asian,3,2,Not Well Informed,1,Some college,3,"More than $100,000",5,t_AllSet|S7
774,1227,0,1,1,t_AllSet|S7,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,Reject,0,7,3,7,5,7,5,7,728.646,71.825,1,7,5,,6,,5,,3,5,4,7,0,1,0,0,7,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,300,500,Female,1,27,White/Caucasian,4,1,Somewhat Informed,2,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S7
775,699,0,1,1,t_AllSet|S7,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,3,4,5,3,4,4,5,69.932,12.703,2,3,4,5,6,,7,,1,4,5,5,0,1,0,0,5,4,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,200,800,Female,1,30,Hispanic/Latino,2,5,Well Informed,3,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S7
776,495,0,1,1,t_AllSet|S7,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Accept,1,4,1,7,7,1,5,1,41.702,5.519,7,,,,,,,5,2,4,5,5,0,1,0,0,4,5,In the long run (next year),1,An American military base,Iran,A reward of $3800 next month,1,10000,300000,Female,1,31,White/Caucasian,4,2,Somewhat Informed,2,High school,2,"$50,001 - $75,000",3,t_AllSet|S7
777,206,1,1,1,t_AllSet|S8,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,7,7,7,7,7,7,7,80.55,29.258,1,7,,,,,,,1,7,7,7,1,1,0,2,4,4,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,200,500,Female,1,33,White/Caucasian,4,3,Not Well Informed,1,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S8
778,245,1,1,1,t_AllSet|S8,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Reject,0,Reject,0,6,4,3,5,6,6,6,58.549,15.702,1,7,3,,5,,,,1,6,7,5,1,1,0,2,6,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,200,500,Male,0,20,White/Caucasian,4,3,Somewhat Informed,2,Some college,3,"$75,001 - $100,000",4,t_AllSet|S8
779,381,1,1,1,t_AllSet|S8,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,Reject,0,Reject,0,7,4,5,6,5,4,7,184.548,25.485,1,7,,,6,,,,1,7,6,6,1,1,0,2,6,7,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,250,1000,Male,0,49,White/Caucasian,4,1,Well Informed,3,Masters degree or higher,5,"More than $100,000",5,t_AllSet|S8
780,470,1,1,1,t_AllSet|S8,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,Reject,0,Reject,0,6,4,4,5,6,5,6,152.438,81.223,1,7,,,7,,,,3,6,7,7,1,1,0,2,6,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3400 this month,0,500,1000,Female,1,55,White/Caucasian,4,4,Not Well Informed,1,Some college,3,"$25,000 - $50,000",2,t_AllSet|S8
781,683,1,1,1,t_AllSet|S8,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,7,7,7,6,6,6,176.997,82.925,1,7,6,5,6,,,,1,7,6,6,1,1,0,2,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1000,1200,Male,0,19,Hispanic/Latino,2,3,Somewhat Informed,2,High school,2,"$25,000 - $50,000",2,t_AllSet|S8
782,369,1,1,1,t_AllSet|S8,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,4,3,7,7,7,7,7,189.819,30.569,1,5,3,,,,,,1,7,5,5,1,1,0,2,7,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,200,2000,Male,0,28,Black/African American,1,4,Well Informed,3,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S8
783,386,1,1,1,t_AllSet|S8,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,Reject,0,6,3,6,6,6,4,4,133.816,78.456,1,7,2,,6,,4,,1,7,6,6,1,1,0,2,3,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,400,2000,Male,0,66,White/Caucasian,4,5,Well Informed,3,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S8
784,480,1,1,1,t_AllSet|S8,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,6,3,6,5,5,7,127.555,44.273,1,7,4,3,5,,,,3,6,4,7,1,1,0,2,5,4,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,500,5000,Female,1,31,White/Caucasian,4,1,Somewhat Informed,2,Masters degree or higher,5,"$50,001 - $75,000",3,t_AllSet|S8
785,614,1,1,1,t_AllSet|S8,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,Reject,0,7,5,6,7,7,6,7,162.015,69.416,1,7,3,,6,,5,,1,7,6,6,1,1,0,2,4,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,1000,5000,Male,0,55,Asian,3,3,Somewhat Informed,2,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S8
786,493,1,1,1,t_AllSet|S8,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Reject,0,Reject,0,5,2,2,5,2,2,2,128.875,50.537,1,6,3,,5,,,,1,6,7,6,1,1,0,2,6,7,In the long run (next year),1,An American military base,Afghanistan,A reward of $3400 this month,0,1200,5000,Female,1,31,Hispanic/Latino,2,4,Not Well Informed,1,Some college,3,"Less than $25,000",1,t_AllSet|S8
787,266,1,1,1,t_AllSet|S8,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,Reject,0,Reject,0,6,5,5,5,6,6,6,85.05,33.906,1,6,,,4,,,,1,7,6,6,1,1,0,2,6,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,200,10000,Female,1,28,White/Caucasian,4,4,Very Informed,4,Bachelor's degree,4,"Less than $25,000",1,t_AllSet|S8
788,247,1,1,1,t_AllSet|S8,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,Accept,1,Accept,1,7,7,7,7,7,7,7,62.871,33.443,1,7,,,7,,7,1,1,7,7,7,1,1,0,2,7,4,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,500,10000,Female,1,39,White/Caucasian,4,7,Somewhat Informed,2,Some college,3,"$50,001 - $75,000",3,t_AllSet|S8
789,219,1,1,1,t_AllSet|S8,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,7,7,5,5,4,4,2,51.44,37.226,1,7,6,5,7,2,4,,1,7,7,5,1,1,0,2,7,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3400 this month,0,800,10000,Male,0,26,White/Caucasian,4,7,Well Informed,3,Some college,3,"$25,000 - $50,000",2,t_AllSet|S8
790,327,1,1,1,t_AllSet|S8,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,Reject,0,Reject,0,6,7,7,5,6,6,5,58.464,42.361,1,6,,,5,,,,1,6,3,5,1,1,0,2,5,4,In the long run (next year),1,An American military base,Afghanistan,A reward of $3400 this month,0,1000,10000,Male,0,18,White/Caucasian,4,5,Somewhat Informed,2,High school,2,"$25,000 - $50,000",2,t_AllSet|S8
791,337,1,1,1,t_AllSet|S8,Accept,1,Reject,0,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,3,5,5,2,2,1,122.179,34.088,1,6,,5,4,,,,1,7,7,7,1,1,0,2,6,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Male,0,44,White/Caucasian,4,4,Somewhat Informed,2,High school,2,"$25,000 - $50,000",2,t_AllSet|S8
792,549,1,1,1,t_AllSet|S8,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,7,4,7,7,7,7,7,198.342,70.053,1,7,3,,,,,,1,7,7,5,1,1,0,2,4,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3400 this month,0,1000,10000,Female,1,57,White/Caucasian,4,7,Well Informed,3,Some college,3,"$25,000 - $50,000",2,t_AllSet|S8
793,380,1,1,1,t_AllSet|S8,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,Accept,1,Reject,0,7,7,7,6,7,5,7,130.324,47.053,1,7,,,6,,5,,1,7,7,7,1,1,0,2,7,7,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Female,1,48,White/Caucasian,4,7,Very Informed,4,Some college,3,"$75,001 - $100,000",4,t_AllSet|S8
794,637,1,1,1,t_AllSet|S8,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,6,5,3,3,3,3,3,200.067,96.674,1,6,3,,,,,,1,7,7,7,1,1,0,2,5,4,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Female,1,45,White/Caucasian,4,6,Not Well Informed,1,Some college,3,"More than $100,000",5,t_AllSet|S8
795,1112,1,1,1,t_AllSet|S8,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,5,4,7,7,7,7,7,355.248,109.543,1,5,4,,,,,,1,7,7,7,1,1,0,2,5,4,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,1000,20000,Female,1,57,Black/African American,1,4,Somewhat Informed,2,Some college,3,"$25,000 - $50,000",2,t_AllSet|S8
796,397,1,1,1,t_AllSet|S8,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Reject,0,Reject,0,6,2,7,4,7,7,7,149.857,43.303,1,7,2,,4,,,,1,7,7,7,1,1,0,2,2,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,1000,20000,Male,0,36,White/Caucasian,4,3,Somewhat Informed,2,Less than high school,1,"Less than $25,000",1,t_AllSet|S8
797,635,1,1,1,t_AllSet|S8,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,7,6,6,4,6,6,6,215.039,83.38,1,6,,,,,,,3,7,7,7,1,1,0,2,6,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1200,20000,Female,1,37,White/Caucasian,4,4,Somewhat Informed,2,Some college,3,"$75,001 - $100,000",4,t_AllSet|S8
798,315,1,1,1,t_AllSet|S8,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,7,7,7,7,7,7,7,77.741,60.502,1,7,,,,,,,1,7,7,6,1,1,0,2,6,4,In the long run (next year),1,An American embassy building,Afghanistan,A reward of $3800 next month,1,1000,100000,Female,1,34,White/Caucasian,4,7,Somewhat Informed,2,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S8
799,480,1,1,1,t_AllSet|S8,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,Reject,0,Reject,0,6,2,2,6,7,7,7,155.788,51.332,1,7,,,4,,,,1,7,5,5,1,1,0,2,5,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3400 this month,0,1500,100000,Female,1,23,Black/African American,1,1,Not Well Informed,1,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S8
800,642,1,1,1,t_AllSet|S8,Accept,1,Reject,0,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,4,1,4,2,3,6,1,121.859,68.151,1,6,,4,,,5,,2,5,5,3,1,1,0,2,4,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,2000,100000,Female,1,29,Black/African American,1,3,Somewhat Informed,2,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S8
801,387,1,1,1,t_AllSet|S8,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,Accept,1,Reject,0,7,3,2,5,1,5,2,66.156,55.393,1,7,,,6,,4,,1,7,7,7,1,1,0,2,7,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,10000,100000,Female,1,69,White/Caucasian,4,3,Well Informed,3,Some college,3,"$75,001 - $100,000",4,t_AllSet|S8
802,433,1,1,1,t_AllSet|S8,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Accept,1,Reject,0,4,7,7,7,7,2,7,149.769,51.936,1,7,,,,,4,,3,5,4,6,1,1,0,2,5,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,10000,300000,Male,0,31,Hispanic/Latino,2,3,Somewhat Informed,2,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S8
803,300,1,1,1,t_AllSet|S8,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,4,1,1,1,1,1,1,82.094,49.128,1,3,,,,,,,3,7,7,7,1,1,0,2,4,5,In the long run (next year),1,An American military base,Kenya,A reward of $3400 this month,0,10000,1000000,Female,1,30,White/Caucasian,4,1,Not Well Informed,1,High school,2,"$25,000 - $50,000",2,t_AllSet|S8
804,337,1,1,1,t_AllSet|S8,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,Accept,1,Accept,1,7,4,6,6,5,5,6,69.393,45.499,1,7,,,6,,6,1,1,6,4,4,1,1,0,2,6,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,100000,1000000,Male,0,25,Black/African American,1,1,Well Informed,3,Bachelor's degree,4,"Less than $25,000",1,t_AllSet|S8
805,435,1,1,1,t_AllSet|S8,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,4,4,4,3,3,2,1,153.503,58.705,1,5,2,2,,,,,2,5,7,5,1,1,0,2,5,7,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,5000,1000000,Female,1,41,Other,5,4,Not Well Informed,1,Some college,3,"$50,001 - $75,000",3,t_AllSet|S8
806,405,1,1,1,t_AllSet|S8,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1,3,5,6,7,7,7,103.598,61.21,1,7,2,,,,,,1,7,7,7,0,1,0,2,2,4,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,300,1000,Male,0,50,Black/African American,1,4,Well Informed,3,Some college,3,"$25,000 - $50,000",2,t_AllSet|S8
807,792,1,1,1,t_AllSet|S8,Accept,1,Reject,0,Reject,0,Accept,1,Accept,1,Accept,1,Reject,0,7,7,7,7,6,5,7,185.931,235.61,1,7,,,6,1,5,,3,6,7,7,0,1,0,2,5,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1000,1000,Female,1,27,White/Caucasian,4,4,Not Well Informed,1,High school,2,"Less than $25,000",1,t_AllSet|S8
808,1785,1,1,1,t_AllSet|S8,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,6,5,5,3,3,2,640.887,54.983,1,6,2,2,5,,,,1,6,5,4,0,1,0,2,6,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1000,100000,Female,1,49,White/Caucasian,4,5,Somewhat Informed,2,Masters degree or higher,5,"More than $100,000",5,t_AllSet|S8
809,688,1,1,1,t_AllSet|S8,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,Reject,0,Reject,0,1,7,7,2,5,3,4,183.624,202.344,1,7,,,3,,,,1,7,7,5,0,1,0,2,4,4,In the long run (next year),1,An American military base,Afghanistan,A reward of $3400 this month,0,5500,100000,Female,1,35,White/Caucasian,4,4,Somewhat Informed,2,Some college,3,"$25,000 - $50,000",2,t_AllSet|S8
810,274,1,1,1,t_AllSet|S8,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,7,4,3,6,2,5,7,95.633,43.199,1,7,4,3,6,2,5,,1,7,1,6,0,2,0,2,7,7,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,400,1000,Male,0,47,Black/African American,1,1,Not Well Informed,1,Some college,3,"$25,000 - $50,000",2,t_AllSet|S8
811,535,1,1,1,t_AllSet|S8,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Reject,0,Reject,0,7,6,5,5,4,6,7,45.022,252.714,1,7,4,,5,,,,1,7,5,5,0,0,0,2,7,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,110,150,Male,0,34,White/Caucasian,4,3,Well Informed,3,Some college,3,"$25,000 - $50,000",2,t_AllSet|S8
812,1094,1,1,1,t_AllSet|S8,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,3,5,5,6,7,5,6,338.059,62.909,1,6,,,,,,,1,7,6,5,0,0,0,2,7,7,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,125,200,Female,1,67,White/Caucasian,4,5,Somewhat Informed,2,Masters degree or higher,5,"$25,000 - $50,000",2,t_AllSet|S8
813,530,1,1,1,t_AllSet|S8,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,7,7,7,6,7,7,7,145.318,38.566,1,7,,,,,,,1,7,6,5,0,0,0,2,5,3,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,150,225,Male,0,40,White/Caucasian,4,2,Somewhat Informed,2,Some college,3,"More than $100,000",5,t_AllSet|S8
814,336,1,1,1,t_AllSet|S8,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,Reject,0,7,4,4,6,5,4,5,133.224,41.665,1,7,5,,4,,1,,1,7,1,5,0,0,0,2,6,1,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,125,350,Male,0,50,White/Caucasian,4,4,Somewhat Informed,2,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S8
815,344,1,1,1,t_AllSet|S8,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,7,5,5,7,7,7,7,138.239,34.405,1,7,5,5,,,,,1,7,4,2,0,0,0,2,5,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,125,500,Male,0,56,,,2,Very Informed,4,Masters degree or higher,5,"$75,001 - $100,000",4,t_AllSet|S8
816,713,1,1,1,t_AllSet|S8,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,6,6,5,6,4,7,270.848,73.144,1,1,2,2,3,,,,1,7,4,4,0,0,0,2,4,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,125,500,Male,0,59,White/Caucasian,4,4,Very Informed,4,Masters degree or higher,5,"More than $100,000",5,t_AllSet|S8
817,344,1,1,1,t_AllSet|S8,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,6,5,4,6,6,6,127.131,33.772,1,7,6,5,5,,,,1,7,6,5,0,0,0,2,7,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,150,500,Female,1,35,White/Caucasian,4,4,Somewhat Informed,2,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S8
818,375,1,1,1,t_AllSet|S8,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,4,4,3,4,4,6,130.352,44.817,1,7,5,4,3,,,,1,7,5,3,0,0,0,2,5,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,150,500,Male,0,43,White/Caucasian,4,5,Somewhat Informed,2,Bachelor's degree,4,"Less than $25,000",1,t_AllSet|S8
