CaseID,Duration,horizon,other,casualties,Scenarios,Pol1,P1,Pol2,P2,Pol3,P3,Pol4,P4,Pol5,P5,Pol6,P6,Pol7,P7,P1_conf,P2_conf,P3_conf,P4_conf,P5_conf,P6_conf,P7_conf,t_screen,t_select,Pol_select,P1_support,P2_support,P3_support,P4_support,P5_support,P6_support,P7_support,choice_factor,FactSuccess_rate,FactCas_rate,FactOther_rate,SetA_2,SetA_3,SetB_2,SetB_3,Important,Costs,TimeFrames,TF_MC,FMC1,FMC2,reward,reward_b,T1,T10,Sex,Gender,Age,ethnic,race,party,Know,FP_Know,educ,Edu_cat,inc,Income,Scenarios_DO
1,256,0,0,0,t_AllSet|S1,Accept,1,Reject,0,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,6,3,3,6,2,6,4,40.72,96.204,3,6,,5,,,6,,,,,,1,0,1,1,5,6,In the short term (this month),0,An American embassy building,Iran,A reward of $3800 next month,1,200,800,Female,1,29,Black/African American,1,7,Well Informed,3,Some college,3,"$25,000 - $50,000",2,t_AllSet|S1
2,116,0,0,0,t_AllSet|S1,Reject,0,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,Reject,0,5,4,4,6,3,5,5,22.239,2.712,5,,5,,,4,,,,,,,1,0,1,1,5,4,In the short term (this month),0,An American military base,Kenya,A reward of $3800 next month,1,500,15020,Male,0,23,White/Caucasian,4,5,Well Informed,3,Some college,3,"$50,001 - $75,000",3,t_AllSet|S1
3,257,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,6,5,7,7,6,7,5,29.414,52.945,1,6,5,7,6,7,6,6,,,,,0,0,1,1,6,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,200,800,Male,0,22,Black/African American,1,7,Very Informed,4,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S1
4,414,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,4,6,6,4,5,6,5,168.513,21.737,2,5,6,5,6,7,6,7,,,,,0,1,1,1,6,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,200,800,Male,0,48,Black/African American,1,6,Well Informed,3,Masters degree or higher,5,"$25,000 - $50,000",2,t_AllSet|S1
5,728,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,5,5,3,2,2,2,225.522,20.204,1,7,6,4,2,,,,,,,,1,0,0,1,5,6,In the short term (this month),0,An American embassy building,Afghanistan,A reward of $3400 this month,0,300,10000,Male,0,34,White/Caucasian,4,1,Well Informed,3,High school,2,"$50,001 - $75,000",3,t_AllSet|S1
6,757,0,0,0,t_AllSet|S1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Accept,1,5,5,5,5,5,5,7,162.971,36.44,7,,,,,,,7,,,,,1,1,0,1,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,500,10000,Female,1,66,White/Caucasian,4,4,Well Informed,3,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S1
7,2387,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,4,5,4,5,4,5,4,2092.533,17.742,5,4,5,4,5,5,5,5,,,,,0,1,0,1,5,4,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,500,500,Male,0,25,White/Caucasian,4,2,Somewhat Informed,2,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S1
8,219,0,0,0,t_AllSet|S1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,6,7,6,7,6,7,6,60.068,8.469,5,6,,7,,6,,7,,,,,0,1,0,1,6,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,200,800,Male,0,31,Black/African American,1,6,Well Informed,3,Masters degree or higher,5,"$50,001 - $75,000",3,t_AllSet|S1
9,198,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,7,7,7,7,7,7,7,42.135,20.283,1,7,7,7,4,3,,,,,,,1,1,1,2,7,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,2000,10000,Female,1,35,White/Caucasian,4,7,Somewhat Informed,2,High school,2,"$25,000 - $50,000",2,t_AllSet|S1
10,349,0,0,0,t_AllSet|S1,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Accept,1,Reject,0,2,6,5,1,5,6,2,188.443,17.5,6,,5,4,,2,7,,,,,,1,2,0,2,5,6,In the short term (this month),0,An American military base,Iran,A reward of $3400 this month,0,200,800,Male,0,30,White/Caucasian,4,7,Very Informed,4,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S1
11,272,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,6,6,5,4,5,5,6,88.471,18.885,1,6,5,4,,,,,,,,,1,2,0,2,6,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,500,2500,Female,1,55,White/Caucasian,4,7,Somewhat Informed,2,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S1
12,584,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,5,4,6,7,7,7,7,184.696,20.106,1,6,5,,,,,,,,,,0,2,0,2,7,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,500,5000,Female,1,60,White/Caucasian,4,1,Well Informed,3,Some college,3,"Less than $25,000",1,t_AllSet|S1
13,224,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,7,5,4,7,7,7,63.558,13.114,1,7,7,4,4,,,,,,,,0,2,0,2,6,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,2000,1000000,Female,1,48,White/Caucasian,4,5,Not Well Informed,1,Some college,3,"$50,001 - $75,000",3,t_AllSet|S1
14,282,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,7,6,5,7,7,7,7,76.421,18.884,1,6,5,4,,,,,,,,,0,0,0,2,5,3,In the short term (this month),0,An American embassy building,Afghanistan,A reward of $3800 next month,1,150,1000,Male,0,49,White/Caucasian,4,5,Well Informed,3,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S1
15,157,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,6,6,5,5,4,4,4,44.131,8.852,1,6,6,5,5,4,,,,,,,0,0,0,2,6,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,150,1000,Male,0,28,White/Caucasian,4,5,Somewhat Informed,2,Some college,3,"$50,001 - $75,000",3,t_AllSet|S1
16,423,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,6,5,5,5,6,6,147.18,28.883,1,7,6,5,4,,,,,,,,0,0,0,2,7,3,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,400,3000,Male,0,38,White/Caucasian,4,5,Somewhat Informed,2,Masters degree or higher,5,"$50,001 - $75,000",3,t_AllSet|S1
17,314,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,7,7,7,7,6,6,5,77.223,22.968,1,7,6,6,6,5,5,,,,,,0,0,0,2,6,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,200,10000,Male,0,38,White/Caucasian,4,5,Somewhat Informed,2,High school,2,"$50,001 - $75,000",3,t_AllSet|S1
18,1008,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,7,6,6,4,4,6,7,193.167,15.863,1,7,7,6,,,,,,,,,0,0,0,2,6,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,500,10000,Female,1,31,Black/African American,1,2,Somewhat Informed,2,Some college,3,"$75,001 - $100,000",4,t_AllSet|S1
19,6785,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,6,5,4,1,1,1,142.054,43.536,1,7,7,7,7,,,,,,,,0,0,0,2,7,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,600,10000,Male,0,65,White/Caucasian,4,1,Somewhat Informed,2,Masters degree or higher,5,"$50,001 - $75,000",3,t_AllSet|S1
20,457,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,7,7,6,5,6,7,7,103.191,37.386,1,7,6,4,,,,,,,,,0,0,0,2,6,4,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Female,1,38,White/Caucasian,4,4,Well Informed,3,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S1
21,1991,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,6,6,5,4,6,7,7,127.392,18.45,1,7,6,5,,,,,,,,,0,0,0,2,6,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Female,1,67,White/Caucasian,4,4,Somewhat Informed,2,Masters degree or higher,5,"Less than $25,000",1,t_AllSet|S1
22,431,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,6,6,6,4,3,3,86.573,26.351,1,7,7,5,4,,,,,,,,0,0,0,2,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,2000,10000,Male,0,23,Hispanic/Latino,2,4,Somewhat Informed,2,Bachelor's degree,4,"Less than $25,000",1,t_AllSet|S1
23,399,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,6,6,6,5,5,4,4,89.973,20.077,1,6,6,6,,,,,,,,,1,1,0,2,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,150,500,Female,1,37,White/Caucasian,4,5,Somewhat Informed,2,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S1
24,327,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,7,6,5,4,3,2,1,80.011,33.286,1,7,7,6,5,4,4,,,,,,1,1,0,2,5,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,175,500,Female,1,62,White/Caucasian,4,2,Not Well Informed,1,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S1
25,581,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,7,7,5,4,4,3,3,90.362,24.592,1,7,6,5,,,,,,,,,1,1,0,2,6,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,150,700,Female,1,66,White/Caucasian,4,6,Well Informed,3,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S1
26,251,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Reject,0,Accept,1,Accept,1,Accept,1,Accept,1,5,5,2,6,5,6,7,22.741,22.724,6,6,4,,6,6,5,6,,,,,1,1,0,2,6,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,200,800,Female,1,29,White/Caucasian,4,6,Well Informed,3,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S1
27,333,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,7,7,6,4,5,6,6,65.962,16.665,1,7,6,5,,,,,,,,,1,1,0,2,6,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,200,1000,Female,1,30,White/Caucasian,4,1,Well Informed,3,Masters degree or higher,5,"Less than $25,000",1,t_AllSet|S1
28,300,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,6,4,4,5,5,6,77.984,25.765,1,7,6,5,4,,,,,,,,1,1,0,2,7,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,300,1000,Female,1,47,White/Caucasian,4,3,Somewhat Informed,2,Some college,3,"$25,000 - $50,000",2,t_AllSet|S1
29,238,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,6,5,4,1,1,1,64.232,11.488,1,7,6,5,4,,,,,,,,1,1,0,2,7,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,500,1000,Female,1,25,White/Caucasian,4,1,Very Informed,4,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S1
30,337,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,6,5,4,7,7,7,7,117.173,24.719,1,5,4,3,,,,,,,,,1,1,0,2,7,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,500,1000,Male,0,33,White/Caucasian,4,2,Somewhat Informed,2,Masters degree or higher,5,"More than $100,000",5,t_AllSet|S1
31,450,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,7,6,6,4,4,4,7,143.787,24.38,1,7,6,5,,,,,,,,,1,1,0,2,6,5,In the short term (this month),0,An American embassy building,Afghanistan,A reward of $3800 next month,1,300,2000,Female,1,67,White/Caucasian,4,3,Somewhat Informed,2,Some college,3,"$25,000 - $50,000",2,t_AllSet|S1
32,372,0,0,0,t_AllSet|S1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,5,4,4,5,5,6,7,138.318,20.696,1,7,,,,,,,,,,,1,1,0,2,6,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,250,2500,Male,0,42,White/Caucasian,4,5,Well Informed,3,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S1
33,440,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,7,6,5,4,4,3,2,149.835,23.72,1,7,6,5,,,,,,,,,1,1,0,2,7,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1000,5000,Male,0,59,White/Caucasian,4,2,Well Informed,3,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S1
34,280,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,6,4,4,3,3,2,2,100.711,14.272,1,6,4,3,,,,,,,,,1,1,0,2,5,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,500,10000,Male,0,33,White/Caucasian,4,5,Somewhat Informed,2,High school,2,"$25,000 - $50,000",2,t_AllSet|S1
35,307,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,6,5,5,5,5,5,83.457,17.431,1,6,5,5,4,,,,,,,,1,1,0,2,2,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Male,0,45,White/Caucasian,4,1,Very Informed,4,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S1
36,330,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,5,5,4,6,6,6,75.08,68.664,1,6,6,5,4,,,,,,,,1,1,0,2,5,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Female,1,31,White/Caucasian,4,1,Not Well Informed,1,Some college,3,"$25,000 - $50,000",2,t_AllSet|S1
37,197,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,6,5,3,3,3,3,1,46.697,8.566,1,7,5,,,,,,,,,,1,1,0,2,7,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,1000,10000,Male,0,28,White/Caucasian,4,4,Very Informed,4,Some college,3,"$25,000 - $50,000",2,t_AllSet|S1
38,447,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,6,4,1,1,1,1,1,134.682,20.769,1,5,4,,,,,,,,,,1,1,0,2,5,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,1200,12000,Female,1,54,White/Caucasian,4,7,Very Informed,4,Masters degree or higher,5,"$75,001 - $100,000",4,t_AllSet|S1
39,408,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,7,5,5,6,6,6,130.892,28.568,1,7,6,5,4,,,,,,,,1,1,0,2,7,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,1200,12000,Female,1,52,White/Caucasian,4,6,Somewhat Informed,2,Some college,3,"Less than $25,000",1,t_AllSet|S1
40,572,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,6,5,4,7,7,7,7,137.083,30.249,1,6,5,4,,,,,,,,,1,1,0,2,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1200,15000,Female,1,51,White/Caucasian,4,2,Somewhat Informed,2,High school,2,"Less than $25,000",1,t_AllSet|S1
41,385,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,6,5,5,5,5,6,99.832,22.775,1,7,6,4,4,,,,,,,,1,1,0,2,6,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,3000,20000,Male,0,43,White/Caucasian,4,2,Somewhat Informed,2,Bachelor's degree,4,"Less than $25,000",1,t_AllSet|S1
42,475,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,7,6,5,5,4,4,3,109.541,35.848,1,7,7,6,6,5,5,4,,,,,1,1,0,2,7,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,5500,500000,Male,0,42,Black/African American,1,6,Well Informed,3,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S1
43,215,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,4,3,5,5,5,5,5,49.601,8.374,1,5,3,,,,,,,,,,1,1,0,2,7,4,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,50000,1000000,Female,1,28,Other,5,5,Somewhat Informed,2,Some college,3,"$25,000 - $50,000",2,t_AllSet|S1
44,450,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,6,4,6,6,6,6,7,90.902,29.077,1,7,6,,,,,,,,,,0,1,0,2,6,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,200,1000,Female,1,60,Hispanic/Latino,2,2,Well Informed,3,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S1
45,406,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,7,6,5,4,3,2,1,46.447,18.287,1,7,6,5,4,3,2,1,,,,,1,2,0,0,5,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,105,300,Female,1,25,White/Caucasian,4,4,Well Informed,3,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S1
46,372,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,7,6,7,6,6,7,5,92.363,27.533,1,7,6,7,6,7,6,5,,,,,1,2,0,0,6,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,200,800,Male,0,50,Hispanic/Latino,2,5,Well Informed,3,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S1
47,1350,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,5,4,5,5,7,7,7,150.434,48.876,1,7,6,7,7,,6,,,,,,1,2,0,0,7,5,In the long run (next year),1,An American embassy building,Afghanistan,A reward of $3400 this month,0,200,1000,Female,1,26,White/Caucasian,4,1,Very Informed,4,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S1
48,3098,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,7,7,7,4,4,4,488.998,748.905,1,7,7,5,4,,,,,,,,1,2,0,0,6,4,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,200,10000,Male,0,31,Black/African American,1,4,Somewhat Informed,2,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S1
49,159,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,7,6,4,4,4,4,4,40.726,9.879,1,7,6,,,,,,,,,,1,2,0,0,5,4,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,400,10000,Male,0,42,White/Caucasian,4,5,Somewhat Informed,2,Some college,3,"Less than $25,000",1,t_AllSet|S1
50,814,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,6,6,4,6,6,6,6,201.872,55.178,1,6,5,4,,,,,,,,,0,2,0,0,6,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,800,2000,Female,1,38,White/Caucasian,4,1,Somewhat Informed,2,Masters degree or higher,5,"Less than $25,000",1,t_AllSet|S1
51,312,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,7,7,7,7,7,7,7,74.135,11.445,1,7,4,,,,,,,,,,0,0,0,0,6,4,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,110,200,Male,0,35,White/Caucasian,4,1,Very Informed,4,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S1
52,361,0,0,0,t_AllSet|S1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,7,7,7,7,7,7,7,125.383,,,,,,,,,,,,,,0,0,0,0,7,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,125,200,Male,0,38,White/Caucasian,4,3,Well Informed,3,Masters degree or higher,5,"$75,001 - $100,000",4,t_AllSet|S1
53,843,0,0,0,t_AllSet|S1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,7,7,7,7,7,7,7,163.374,,,,,,,,,,,,,,0,0,0,0,1,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,110,300,Male,0,68,White/Caucasian,4,4,Not Well Informed,1,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S1
54,324,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,7,6,5,4,4,5,5,109.375,19.797,1,7,6,5,4,3,,,,,,,0,0,0,0,6,6,In the short term (this month),0,An American embassy building,Afghanistan,A reward of $3800 next month,1,115,300,Female,1,33,White/Caucasian,4,3,Very Informed,4,Some college,3,"Less than $25,000",1,t_AllSet|S1
55,292,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,7,7,6,6,7,7,7,72.814,22.137,1,7,7,6,,,,,,,,,0,0,0,0,6,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,130,300,Male,0,44,White/Caucasian,4,4,Very Informed,4,Masters degree or higher,5,"$75,001 - $100,000",4,t_AllSet|S1
56,194,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,6,6,5,5,5,5,5,22.953,38.646,1,6,5,,,,,,,,,,0,0,0,0,6,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,500,500,Male,0,30,Asian,3,2,Very Informed,4,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S1
57,275,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,7,6,7,6,6,7,7,44.85,20.001,1,7,6,5,6,7,7,7,,,,,0,0,0,0,7,6,In the short term (this month),0,An American military base,Iran,A reward of $3400 this month,0,200,800,Female,1,45,Black/African American,1,7,Very Informed,4,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S1
58,292,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,6,5,6,7,6,7,6,48.385,13.698,1,5,6,7,6,5,6,,,,,,0,0,0,0,6,7,In the short term (this month),0,An American military base,Iran,A reward of $3400 this month,0,200,800,Female,1,41,Black/African American,1,6,Very Informed,4,Masters degree or higher,5,"$50,001 - $75,000",3,t_AllSet|S1
59,675,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,7,3,7,7,7,7,7,138.655,107.584,1,7,3,,,,,,,,,,0,0,0,0,7,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,200,1000,Male,0,55,Black/African American,1,7,Well Informed,3,Some college,3,"Less than $25,000",1,t_AllSet|S1
60,191,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,4,4,4,4,4,4,4,25.925,12.429,2,4,4,4,4,4,4,4,,,,,0,0,0,0,4,4,In the short term (this month),0,An American military base,Iran,A reward of $3400 this month,0,1000,1000,Female,1,35,Asian,3,7,Well Informed,3,High school,2,"$25,000 - $50,000",2,t_AllSet|S1
61,195,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,7,7,7,7,7,7,7,39.269,11.196,1,7,5,,,,,,,,,,0,0,0,0,7,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,500,5000,Female,1,24,Asian,3,1,Not Well Informed,1,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S1
62,223,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,7,7,7,7,7,7,7,56.918,19.197,1,7,7,7,7,7,7,7,,,,,0,0,0,0,7,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,500,10000,Male,0,54,White/Caucasian,4,4,Somewhat Informed,2,Some college,3,"$25,000 - $50,000",2,t_AllSet|S1
63,227,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,7,7,5,4,5,6,7,75.232,17.686,1,7,6,4,,,,,,,,,0,0,0,0,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Male,0,50,Black/African American,1,1,Somewhat Informed,2,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S1
64,174,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,1,1,1,1,1,1,1,35.936,13.839,1,1,1,1,,,,,,,,,0,0,0,0,1,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,3000,50000,Male,0,52,White/Caucasian,4,4,Somewhat Informed,2,Bachelor's degree,4,"Less than $25,000",1,t_AllSet|S1
